ID,Round,Direction,Item Type,Year,Author,Publication Title,DOI,Url,Abstract,Automatic Tags,Title,I1 (!ROS),I2 (!SE),I3 (!English),I4 (<2007),I5 (!Peer reviewed),E1 (only-implementation),E2 (dup previous),E2 (duplicate),E3 (no full-text),Included,,
S1940,1,Forward,journalArticle,2019,"克好, 亘理; 隆夫, 大久保",研究報告コンピュータセキュリティ（CSEC）,,https://ipsj.ixsq.nii.ac.jp/ej/index.php?active_action=repository_view_main_item_detail&page_id=13&block_id=8&item_id=195752&item_no=1,情報学広場 情報処理学会電子図書館,,ロボットオペレーティングシステムのセキュリティ機能に関する考察,-,,,NO,YES,,NO,,,NO,,
S1941,1,Forward,webpage,,,,,https://www.proquest.com/openview/2a63b6afe512c493fcfce8a1c61d9cef/1?pq-origsite=gscholar&cbl=18750&diss=y,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",,Cross-Layer Design for Secure and Resilient Control of Cyber-Physical Systems in Smart Cities - ProQuest,NO,,,,NO,,,,,NO,,
S1942,1,Forward,journalArticle,,"Chung, Keywhan; Li, Xiao; Tang, Peicheng; Zhu, Zeran; Kalbarczyk, Zbigniew T; Iyer, Ravishankar K; Kesavadas, Thenkurussi",,,,"In this paper, we demonstrate a new type of threat that leverages machine learning techniques to maximize its impact. We use the Raven-II surgical robot and its haptic feedback rendering algorithm as an application. We exploit ROS vulnerabilities and implement smart self-learning malware that can track the movements of the robot’s arms and trigger the attack payload when the robot is in a critical stage of a (hypothetical) surgical procedure. By keeping the learning procedure internal to the malicious node that runs outside the physical components of the robotic application, an adversary can hide most of the malicious activities from security monitors that might be deployed in the system. Also, if an attack payload mimics an accidental failure, it is likely that the system administrator will fail to identify the malicious intention and will treat the attack as an accidental failure. After demonstrating the security threats, we devise methods (i.e., a safety engine) to protect the robotic system against the identified risk.",,Smart Malware that Uses Leaked Control Data of Robotic Applications: The Case of Raven-II Surgical Robots,-,,,,NO,,,,,NO,,
S1943,1,Forward,conferencePaper,2021,"Rivera, Sean; State, Radu",2021 IFIP/IEEE International Symposium on Integrated Network Management (IM),,,"Robotic systems are becoming an ever-increasing part of everyday life due to their capacity to carry out physical tasks on behalf of human beings. Found in nearly every facet of our lives, robotic systems are used domestically, in small and large-scale factories, for the production and processing of agriculture, for military operations, to name a few. The Robotic Operating System (ROS) is the standard operating system used today for the development of modular robotic systems. However, in its development, ROS has been notorious for the absence of security mechanisms, placing people in danger both physically and digitally. This dissertation summary presents the development of a suite of ROS tools, leading up to the development of a modular, secure framework for ROS. An integrated approach for the security of ROS-enabled robotic systems is described, to set a baseline for the continual development to increase ROS security. The work culminates in the ROS security tool ROS-Immunity, combining internal system defense, external system verification, and automated vulnerability detection in an integrated tool that, in conjunction with Secure-ROS, provides a suite of defenses for ROS systems against malicious attackers.",Task analysis; Security; Tools; security; robotics; ROS; Operating systems; Production facilities; Agriculture; dissertation; integrated; System verification,Securing Robots: An Integrated Approach for Security Challenges and Monitoring for the Robotic Operating System (ROS),-,,,,YES,,NO,,,NO,,
S1944,1,Forward,journalArticle,,"Mayoral-Vilches, Vıctor; White, Ruffin; Caiazza, Gianluca; Arguedas, Mikael",,,,"ROS 2 is rapidly becoming a standard in the robotics industry. Built upon DDS as its default communication middleware and used in safety-critical scenarios, adding security to robots and ROS computational graphs is increasingly becoming a concern. The present work introduces SROS2, a series of developer tools and libraries that facilitate adding security to ROS 2 graphs. Focusing on a usability-centric approach in SROS2, we present a methodology for securing graphs systematically while following the DevSecOps model. We also demonstrate the use of our security tools by presenting an application case study that considers securing a graph using the popular Navigation2 and SLAM Toolbox stacks applied in a TurtleBot3 robot. We analyse the current capabilities of SROS2 and discuss the shortcomings, which provides insights for future contributions and extensions. Ultimately, we present SROS2 as usable security tools for ROS 2 and argue that without usability, security in robotics will be greatly impaired.",,SROS2: Usable Cyber Security Tools for ROS 2,-,,,,NO,,,,,NO,,
S1945,1,Forward,webpage,,,,,https://www.proquest.com/openview/48398313fdb7cdf6bd5ff1bdc8ce9350/1?pq-origsite=gscholar&cbl=18750&diss=y,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",,Usable Security and Verification for Distributed Robotic Systems - ProQuest,NO,,,,NO,,,,,NO,,
S1946,1,Forward,conferencePaper,2019,"Thulasiraman, Preetha; Sandoval, Sergio",,,https://calhoun.nps.edu/handle/10945/69141,"The Robot Operating System (ROS) is a widely adopted standard robotic middleware. However, its preliminary design is devoid of any network security features. Military grade unmanned systems must be guarded against network threats. ROS 2 is built upon the Data Distribution Service (DDS) standard and is designed to provide solutions to identified ROS 1 security vulnerabilities by incorporating authentication, encryption, and process profile features, which rely on public key infrastructure. The Department of Defense is looking to use ROS 2 for its military-centric robotics platform. This paper seeks to demonstrate that ROS 2 and its DDS security architecture can serve as a functional platform for use in military grade unmanned systems, particularly in unmanned Naval aerial swarms. In this paper, we focus on the viability of ROS 2 to safeguard communications between swarms and a ground control station (GCS). We test ROS 2’s ability to mitigate and withstand certain cyber threats, specifically that of rogue nodes injecting unauthorized data and accessing services that will disable parts of the UAV swarm. We use the Gazebo robotics simulator to target individual UAVs to ascertain the effectiveness of our attack vectors under specific conditions. We demonstrate the effectiveness of ROS 2 in mitigating the chosen attack vectors but observed a measurable operational delay within our simulations.",,Cyber Security Assessment of the Robot Operating System 2 for Aerial Networks,-,,,,YES,,NO,,,NO,,
S1947,1,Forward,webpage,,,,,https://www.proquest.com/openview/e55fe9ac486989126008ad651b6a1f32/1?pq-origsite=gscholar&cbl=18750&diss=y,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",,Advanced Security Analysis for Emergent Software Platforms - ProQuest,NO,,,,NO,,,,,NO,,
S1948,1,Forward,thesis,2020,"Yoon, Jiyoung",,,https://scholar.dgist.ac.kr/handle/20.500.11750/12154,"One of the main applications of the Cyber-Physical System, the Unmanned vehicle is gradually expanding its use. Unmanned Aerial Vehicle (UAV), among unmanned vehicle, is used not only for cameras, emergency, and military purposes, but its negative effects are increasing also as its use expands. A terrorist outrage using UAVs in Saudi Arabia in the fall of 2019 is a well-known example. Therefore, research on disabling UAV is also becoming important. The UAV neutralization study can be divided into three phases. First, it is the identification of friend or foe stage that distinguishes whether UAVs are friendly or enemy. However, this step can be omitted in No-drone Zones, such as places where people are concentrated, places where major confidential facilities such as nuclear facilities are located, and places of privacy. The second step is to neutralize the UAV's actual mission. At this stage, the UAV is disabled mainly through network attacks such as jamming attacks and packet injection attacks, or through physical attacks such as nets. The third is a post-processing step to lead the UAV to safe area, that is, to prevent the UAV from flying again and to protect the surroundings from it. Previous UAV neutralization studies have focused on disabling UAV without considering the third phase. In this paper, we focused on the third stage, the post-processing stage, so that UAV can be neutralized. Robot Operating System is useful and used widely in UAV system, but there are also vulnerabilities. Therefore, disabling UAVs using this point and defense techniques are discussed in this paper.",,An Empirical Study on the Attack and Defense of Unmanned Vehicle,NO,,,,YES,,,,,NO,,
S1949,1,Forward,journalArticle,,"Basan, Elena; Sushkin, Nikita; Khabarov, Oleg; Makarevich, Oleg; Azarov, Ivan",,,,"The latest version of ROS was released on May 23 this year, and according to the developers, there will be no more new versions. The future belongs to ROS2.mA robots or robotic system is often a modular system where each module communicates with other modules. In ROS terminology, such modules are called nodes, and they can communicate in a subscriberpublisher or client-server fashion. There is also a special Master node, which is responsible for the initial linking of ordinary nodes. ROS was not designed with security considerations in mind, i.e. ensuring the «three pillars» - confidentiality, integrity or authenticity. Consequently, ROS becomes a tidbit for attackers. They can listen to traffic; Disable individual nodes; Replace nodes. The situation was further simplified when utilities for auditing the security of ROS systems appeared in the public domain: Roschaos, Rospento. In addition, the developers of ROS applications independently implemented protection measures to prevent these threats.",,Analysis of Attacks on Robotic Operation System,-,,,,NO,,,,,NO,,
S1950,1,Forward,journalArticle,2017,"慶太, 齋藤; 達哉, 森",コンピュータセキュリティシンポジウム2017論文集,,https://ipsj.ixsq.nii.ac.jp/ej/index.php?active_action=repository_view_main_item_detail&page_id=13&block_id=8&item_id=187377&item_no=1,情報学広場 情報処理学会電子図書館,,コンシュマー向けロボットの安全な運用に向けたセキュリティポリシー,-,,,NO,YES,,,,,NO,,
S1951,1,Forward,webpage,,,,,https://bibliotekanauki.pl/articles/1857457,,,Bezpieczeństwo aplikacji robotów z wykorzystanie… — Library of Science,-,,,,NO,,,,,NO,,
S1952,1,Forward,book,2020,"Lei, Mingtian",,,http://urn.kb.se/resolve?urn=urn:nbn:se:kth:diva-269411,DiVA portal is a finding tool for research publications and student theses written at the following 50 universities and research institutions.,,Graphic Interface and Robot Control System Design with Compensation Mechanism,NO,,,,YES,,,,,NO,,
S1953,1,Forward,conferencePaper,2017,"Pickem, Daniel; Glotfelter, Paul; Wang, Li; Mote, Mark; Ames, Aaron; Feron, Eric; Egerstedt, Magnus",2017 IEEE International Conference on Robotics and Automation (ICRA),10.1109/ICRA.2017.7989200,,"This paper describes the Robotarium - a remotely accessible, multi-robot research facility. The impetus behind the Robotarium is that multi-robot testbeds constitute an integral and essential part of the multi-robot research cycle, yet they are expensive, complex, and time-consuming to develop, operate, and maintain. These resource constraints, in turn, limit access for large groups of researchers and students, which is what the Robotarium is remedying by providing users with remote access to a state-of-the-art multi-robot test facility. This paper details the design and operation of the Robotarium and discusses the considerations one must take when making complex hardware remotely accessible. In particular, safety must be built into the system already at the design phase without overly constraining what coordinated control programs users can upload and execute, which calls for minimally invasive safety routines with provable performance guarantees.",Hardware; Servers; Robot sensing systems; Robot kinematics; Safety; Collision avoidance,The Robotarium: A remotely accessible swarm robotics research testbed,NO,,,,YES,,,,,NO,,
S1954,1,Forward,webpage,,,,,http://103.226.139.203/index.php/ILKOM/article/view/365,,,ROBOT OPERATING SYSTEM (ROS) DAN GAZEBO SEBAGAI MEDIA PEMBELAJARAN ROBOT INTERAKTIF | Jalil | ILKOM Jurnal Ilmiah,NO,,,,NO,,,,,NO,,
S1955,1,Forward,webpage,,,,,https://www.proquest.com/openview/e3bf65fcf8eb61aeb5d5d566ad5d99fd/1?pq-origsite=gscholar&cbl=18750,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",,Evaluating Intention to Use Remote Robotics Experimentation in Programming Courses - ProQuest,NO,,,,NO,,,,,NO,,
S1956,1,Forward,webpage,,,,,https://www.hindawi.com/journals/jr/2022/9289625/,,,"Design, Implementation, and Performance Evaluation of a Web-Based Multiple Robot Control System",NO,,,,NO,,,,,NO,,
S1957,1,Forward,webpage,,,,,https://periodicos.itp.ifsp.edu.br/index.php/IC/article/view/1635,,,Editor de coreografias para robô humanoide | Revista Brasileira de Iniciação Científica,NO,,,,NO,,,,,NO,,
S1958,1,Forward,webpage,,,,,https://www.tdx.cat/handle/10803/669013,,,,NO,,,,NO,,,,,NO,,
S1959,1,Forward,journalArticle,,"Pozzobon, Luiza Amador; Schaf, Frederico Menine",,,,"The need for communication is something almost intrinsic to humanoid robots because of their typical usage in social and interactive situations. In this sense, the existence of softwares for editing its movements and speeches is necessary. Thus, this project aimed at developing an attractive and intuitive web tool to create scenarios of interaction with a humanoid robot, also called choreographies, so that even lay people can program their actions. The website works completely independent of the physical robot, controlling an avatar, but can also connect to the first and control it online.",,EDITOR DE COREOGRAFIAS PARA ROBÔ HUMANOIDE COREOGRAPHY EDITOR FOR HUMANOID ROBOT EDITOR DE COREOGRAFÍAS PARA ROBOT HUMANOIDE,-,,,,NO,,,,,NO,,
S1960,1,Forward,journalArticle,2021,"Dragule, Swaib; Berger, Thorsten; Menghi, Claudio; Pelliccione, Patrizio",Software and Systems Modeling,10.1007/s10270-020-00854-x,https://doi.org/10.1007/s10270-020-00854-x,"Mobile robots are becoming increasingly important in society. Fulfilling complex missions in different contexts and environments, robots are promising instruments to support our everyday live. As such, the task of defining the robot’s mission is moving from professional developers and roboticists to the end-users. However, with the current state-of-the-art, defining missions is non-trivial and typically requires dedicated programming skills. Since end-users usually lack such skills, many commercial robots are nowadays equipped with environments and domain-specific languages tailored for end-users. As such, the software support for defining missions is becoming an increasingly relevant criterion when buying or choosing robots. Improving these environments and languages for specifying missions toward simplicity and flexibility is crucial. To this end, we need to improve our empirical understanding of the current state-of-the-art of such languages and their environments. In this paper, we contribute in this direction. We present a survey of 30 mission specification environments for mobile robots that come with a visual and end-user-oriented language. We explore the design space of these languages and their environments, identify their concepts, and organize them as features in a feature model. We believe that our results are valuable to practitioners and researchers designing the next generation of mission specification languages in the vibrant domain of mobile robots.",Empirical study; Language concepts; Robotic missions; Specification environments; Visual languages,A survey on the design space of end-user-oriented languages for specifying robotic missions,-,,,,YES,,NO,,,NO,,
S1961,1,Forward,book,2021,"Ramirez, Alejandro Rafael Garcia; Costa, Augusto Loureiro Da",,,,"Robotics Software Design and Engineering is an edited volume on robotics. Chapters cover such topics as cognitive robotics systems, artificial intelligence, force feedback, autonomous driving embedded systems, multi-robot systems, a robot software framework for Real-time Control systems, and Industry 4.0. Also discussed are humanoid robots, aerial and work vehicles, and robot manipulators.",Technology & Engineering / Robotics; Technology & Engineering / General,Robotics Software Design and Engineering,NO,,,,YES,,,,,NO,,
S1962,1,Forward,webpage,,,,,https://www.proquest.com/openview/7c8ac699698de70e3982af853cbdb929/1?pq-origsite=gscholar&cbl=2026366&diss=y,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",,Programming Robots for Activities of Everyday Life - ProQuest,NO,,,,NO,,,,,NO,,
S1963,1,Forward,journalArticle,,"Zhao, Rui; Tao, Xu; Conzon, Davide; Ferrera, Enrico; Yu, Yenchia",,,,"Recently, one of the main research topics in the context of application of Cyber-Physical System (CPS) in the Smart City and Industry 4.0 scenarios is the one related to the use of Robot Operating System (ROS)-based CPS. Speciﬁcally, one of the main interest is to allow a ROS-based smart robot communicating with other heterogeneous Internet of Things (IoT) applications in an intelligent environment to efﬁciently react to the system requirements and environment changes. However, the communication between the IoT systems will face many challenges and increase the cost and risks that lead to the requirement of a cross-platform communication for bridging the ROS-based CPS and other heterogeneous IoT applications.",,A Cross-Platform Communication Mechanism for ROS-Based Cyber-Physical System,-,,,,NO,,,,,NO,,
S1964,1,Forward,journalArticle,,"Çag, Muhammed; Kaya, Ri",,,,"A conﬁgurable connector-based software development methodology for componentbased approaches is presented. This method involves the incorporation of variability modeling capabilities into component modeling environments. The focus of this research is on supporting technologies for the combination of parts that are not directly compatible. In the scope of this research, ﬁrstly, proposals for the conﬁgurable connector paradigm are put forth, that are, achieving interoperability among system components by using existing connectors to increase reuse and customizing them through simple user interfaces. This methodology is applied to the Live-Virtual-Constructive simulation systems domain as a confıgurable gateway application between Data Distribution Service for Real-Time Systems (DDS) and High-Level Architecture (HLA) standards. Finally, interoperability of different parties are investigated for Metrology and the calibration industry, and an Industrial Internet of Things-based architecture is established. Academic and industrial case studies have been conducted for proof of concept. They show the practicality of the proposed approaches.",,A THESIS SUBMITTED TO THE GRADUATE SCHOOL OF NATURAL AND APPLIED SCIENCES OF MIDDLE EAST TECHNICAL UNIVERSITY,-,,,,NO,,,,,NO,,
S1965,1,Forward,book,2005,,,,,,Robots; Motion,"Principles of robot motion: theory, algorithms, and implementation",NO,,,,NO,,,,,NO,,
S1966,1,Forward,journalArticle,,"Trinh, Lan Anh",,,,,,TOWARD DEPENDABLE MULTIPLE PATH PLANNING FOR AUTONOMOUS ROBOTS WITH OBSTACLE AVOIDANCE AND CONGESTION CONTROL,-,,,,NO,,,,,NO,,
S1967,1,Forward,webpage,2021,"Ponce, Israel; Garcia Luna, Francesco Jose; Soto Marrufo, Angel Israel; Miguélez Machado, Carlos Guillermo; 206563",,,http://148.210.21.170/handle/20.500.11961/19648,"En  el  presente  trabajo  se  propone  un  Desarrollo  de  Interfaz  Gráfica  de  Usuario  para  la interacción con un modelo de simulación tridimensional de un robot higienizador en una sala simulada para  las  pruebas  de  algoritmos  de  navegación implementados  en  el  mismo.  Al  mismo  tiempo,  se implementan  los  comportamientos  de  exploración  y  planificación  de rutas  de  desinfección.  El  modelo simulado del robot se basa en la Rueda Omnidireccional Nexus 4WOmni de la que también se propone el modelo cinemático. Además, se propone una interfaz gráfica de usuario para dar comandos básicos al robot simulado.  Los  resultados  de  la  implementación  se  comprueban  mediante  la  implementación  de algoritmos de navegación al robot, también los comportamientos de exploración, planificación de rutas y seguimiento de trayectoria de desinfección e interacción de la interfaz gráfica con la simulación.",,Interfaz gráfica para el control de seguimiento detrayectorias de un robot sanitizador en espacios controlados,NO,,,,YES,,,,,NO,,
S1968,1,Forward,thesis,2021,"Leca, Dimitri",,,https://hal.laas.fr/tel-03278956,"Le travail sur lequel porte cette thèse s'inscrit dans le domaine de la robotique agricole. Il s'agit de développer des stratégies de navigation permettant à un robot mobile d'évoluer et d'intervenir de manière autonome et en toute sécurité dans une exploitation. Ce type d'environnement agricole est fortement évolutif et comporte de nombreux obstacles statiques (bâtiments, zones de stockage, etc.) et dynamiques (voitures, machines agricoles, opérateurs humains, animaux, etc.). La stratégie de navigation proposée doit donc être à la fois réactive et adaptative. Par conséquent, cette thèse se concentre sur la conception de méthodes de navigation référencées capteurs (LiDAR, vision, ...) et d'évitement d'obstacles en environnements statiques mais aussi fortement dynamiques. De par la diversité des environnements et des cas possibles, nous avons souhaité développer des méthodes qui soient les plus génériques possible, pouvant gérer les cas à la fois statiques et dynamiques. Ainsi, nous introduirons d'abord les spirales, qui permettent d'obtenir des trajectoires d'évitement pertinentes et flexibles. Ensuite, nous présenterons notre méthode de navigation et d'évitement d'obstacles, basée sur une paramétrisation dynamique des spirales en fonction de l'évolution de l'environnement. Nous verrons que de par l'aspect générique des spirales, cette méthode peut être aisément adaptée pour fonctionner dans un cadre statique mais aussi dans un cadre dynamique. Pour finir, ces solutions seront validées en simulation, puis portées sur un robot mobile pour des expérimentations en conditions réelles.",,Navigation autonome d'un robot agricole,NO,,,,YES,,,,,NO,,
S1969,1,Forward,journalArticle,,"Hartmann, Tobias",,,,,,Ein Beitrag zur untertägigen Navigation von mobilen Maschinen,-,,,,NO,,,,,NO,,
S1970,1,Forward,journalArticle,2020,"Park, Jaeho; Delgado, Raimarius; Choi, Byoung Wook",IEEE Access,10.1109/ACCESS.2020.3018122,,"Due to its ease of use and flexibility, the robot operating system (ROS) is increasingly becoming the most popular middleware for robot applications, even in multiagent systems. Since ROS 1.0 does not satisfy real-time requirements, ROS 2.0 was developed, and it improved the communication stack with the real-time data distribution service (DDS) protocol. However, the actual performance level to be expected is still unknown and can largely depend on the operating system and the kernel being used, the DDS distribution, and the overall software load of the system. In this article, we present an empirical study that evaluates the real-time performance of ROS 2.0 in both the system and communication software layers. In the system layer, the deterministic behavior of the ROS 2.0 nodes is thoroughly observed with regard to whether the tasks are schedulable and can function within the specified temporal deadline. In the communication layer, special attention is devoted to the rate of data loss and the overall latency of messages between nodes. Experiments are performed in various working conditions; for example, the system load is increased to define the real-time performance of the tasks. For reference, the results are compared with the those from the traditional ROS variation. Moreover, we implement a multiagent service robot system to verify the suitability of ROS 2.0 for real-world applications. Our results show that the application of ROS 2.0 is more suitable than that of ROS 1.0 in terms of real-time performance.",Task analysis; Software; performance evaluation; Navigation; Multi-agent system; Real-time systems; Performance evaluation; Robot kinematics; robot operating system; real-time operating systems,Real-Time Characteristics of ROS 2.0 in Multiagent Robot Systems: An Empirical Study,-,,,,YES,,NO,,,NO,,
S1971,1,Forward,webpage,,,,,https://www.proquest.com/openview/b3b06c2cd48fa492eb8785fd9484029e/1?pq-origsite=gscholar&cbl=2026366&diss=y,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",,Preparation and Control of Intelligent Automation Systems - ProQuest,NO,,,,NO,,,,,NO,,
S1972,1,Forward,book,2022,"Dust, Lukas Johannes; Persson, Emil",,,http://urn.kb.se/resolve?urn=urn:nbn:se:mdh:diva-58876,DiVA portal is a finding tool for research publications and student theses written at the following 50 universities and research institutions.,,Dynamic connection handling for scalable robotic systems using ROS2,NO,,,,YES,,,,,NO,,
S1973,1,Forward,journalArticle,,"Andreasen, Malte Z; Holler, Philip I; Jensen, Magnus K; Albano, Michele",,,,"This demo concerns the open source physics-driven simulation tool Multi Agent Exploration Simulator (MAES), which can be used for developing and evaluating exploration and coverage algorithms in an unknown continuous 2D environment. MAES supports development efforts for new algorithms by means of debugging tools for developed algorithms. It provides a fully user-controlled camera over the environment under exploration, which can be attached to a single robot to follow its operations. MAES represents graphically the SLAM process and the areas explored by one or all robots, to visualize exploration, coverage, heatmap, slam etc, both for a specific robot or for the entire swarm. Finally, MAES provides both a simple interface for developing algorithms in C# as well as a Robot Operating System 2 (ROS2) interface, the latter allowing to integrate with existing robot controllers. MAES aims to bridge the gap between unrealistic, simple simulations, usually executed on grid environments, and heavy, time consuming, but realistic simulations, such as ARGoS or Gazebo. The accompanying video is available at https://youtu.be/0RzPN0oW7v8. MAES’ source code can be found at https://github.com/MalteZA/MAES.",,"MAES, a Realistic Simulator for Multi Agent Exploration and Coverage",-,,,,NO,,,,,NO,,
S1974,1,Forward,book,2021,"Söderlund, Anton",,,http://urn.kb.se/resolve?urn=urn:nbn:se:oru:diva-92692,DiVA portal is a finding tool for research publications and student theses written at the following 50 universities and research institutions.,,Integration och realtidsprestanda av ROS 2.0 i ett inbyggtoch distributerat system,NO,,,,YES,,,,,NO,,
S1975,1,Forward,webpage,,,,,https://www.elibrary.ru/item.asp?id=44406774,,,МАТЕМАТИЧЕСКОЕ ОБЕСПЕЧЕНИЕ СИСТЕМЫ СТЕРЕОЗРЕНИЯ РОБОТИЗИРОВАННОЙ ПЛАТФОРМЫ ДЛЯ РЕШЕНИЯ ЗАДАЧИ НАВИГАЦИИ,NO,,,,NO,,,,,NO,,
S1976,1,Forward,webpage,,,,,https://ruc.udc.es/dspace/handle/2183/28348,,,Sistema heterogéneo para la monitorización de la actividad diaria en el hogar y el bienestar de personas mayores,NO,,,,NO,,,,,NO,,
S1977,1,Forward,thesis,2019,"Smyth, David",,,,"Systems utilising autonomous agents are becoming increasingly pervasive in today's society, garnering commercial interest and research funding in a variety of domains ranging from home automation to undersea exploration. This has stemmed from a resurgence in interest in Artificial Intelligence over the last number of years. Globally, we are starting to move towards an age of automation through physical and software systems that exhibit redundancy, modularity and robustness. Research into how to induce intelligent decentralised behaviour in such systems will be key to their development. Autonomous systems that can be operated remotely are highly suited to disaster scene management, due to their dangerous and uncertain nature. This thesis outlines the design and implementation of the software component of a team of autonomous robots that implement a multi-phase disaster scene management plan. The problem domain involves robotic aerial vehicles that have sensors and actuators to interact with their environment. First, the design and development of a virtual high-fidelity simulation environment using a game engine is outlined. This simulation environment was used extensively in the research project, ROCSAFE, which motivated the work in this thesis. It helped to address the problem of generating data to carry out training, testing and validation of systems used to aid hazardous scene management. We then discuss the development of an autonomous software system to aid the surveillance of a disaster scene. We first address a surveying problem, whereby a swarm of aerial vehicles need to use sensors to record data at each point in a discretised region defined by a bounding polygon. This is a standard early phase of the forensic examination of a crime scene and the data gathered can be used to guide strategies during subsequent phases of the disaster management process. The second is a stochastic search problem, where multiple agents are used to pinpoint the location of a target. ""Target"" means anything that can be sensed by the agents. It is assumed that agents are fitted with sensors and actuators and can move around the bounding region freely. Sensor readings are assumed to have some inherent noise, and a stochastic approach is presented to account for this. Results and analysis are presented to give insight into how the software can be used to formulate search control strategies that achieve some realistic objectives. iv",,A Multi-Agent System to aid the Automation of Search and Examination in Hazardous Environments,NO,,,,YES,,,,,NO,,
S1978,1,Forward,book,2022,"Valera, H. H. Alvarez; Luštrek, M.",,,,"The term Intelligent Environments (IEs) refers to physical spaces in which information and communication technologies are interwoven with sensing technologies, innovative user interfaces, robotics and artificial intelligence to create interactive spaces which increase the awareness and enhance the experience of those occupying them. The growing IE community is rooted in academia, but increasingly involves practitioners. It explores the core ideas of IEs as well as the factors necessary to make them a reality, such as energy efficiency, the computational constraints of edge devices and privacy issues. This book presents papers from Workshops held during the 18th International Conference on Intelligent Environments, IE2022, held as a hybrid conference in Biarritz, France, from 20 to 23 June 2022. The conference is now recognized as a major annual venue in the field of IE. It offers a truly international forum for the exchange of information and ideas, and welcomes contributions from all technically active regions of the planet. Included here are 35 papers from the 1st International Workshop on Sentiment Analysis and Emotion Recognition for Social Robots (SENTIRobots’22); 1st International Workshop on Edge AI for Smart Agriculture (EAISA’22); 2nd International Workshop on Artificial Intelligence and Machine Learning for Emerging Topics (ALLEGET’22); 11th International Workshop on the Reliability of Intelligent Environments (WoRIE’22); 2nd International Workshop on Self-Learning in Intelligent Environments (SeLIE’22); 5th Workshop on Citizen Centric Smart Cities Solutions (CCSCS’22); 11th International Workshop on Intelligent Environments Supporting Healthcare and Well-being (WISHWell’22) Exploring some of the latest research and developments in the field, the book will be of interest to all those working with intelligent environments and its associated technologies.",Computers / Artificial Intelligence / General,Workshops at 18th International Conference on Intelligent Environments (IE2022),NO,,,,YES,,,,,NO,,
S1979,1,Forward,webpage,,,,,https://www.ideals.illinois.edu/items/116127,,,Separation of distributed coordination and control for programming reliable robotics | IDEALS,NO,,,,NO,,,,,NO,,
S1980,1,Forward,webpage,,,,,https://www.proquest.com/openview/a7213f88f9a1fa2910c6fd1ca66fc198/1?pq-origsite=gscholar&cbl=18750&diss=y,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",,Towards Reliable Robotics: from Navigation to Coordination - ProQuest,NO,,,,NO,,,,,NO,,
S1981,1,Forward,webpage,,,,,https://www.proquest.com/openview/af784d65959b38c2ba0c537071066d1a/1?pq-origsite=gscholar&cbl=18750&diss=y,"Explore millions of resources from scholarly journals, books, newspapers, videos and more, on the ProQuest Platform.",,"Command Language for Single-User, Multi-Robot Swarm Control - ProQuest",NO,,,,NO,,,,,NO,,
S1982,1,Forward,thesis,2017,"Munera Sánchez, Eduardo",,,https://riunet.upv.es/handle/10251/88404,"Home environments are changing as more technological devices are used to improve daily life. The growing demand for high technology in our homes means that robot integration will soon arrive. Home devices are evolving in a connected paradigm in which data flows to perform efficient home task management. Heterogeneous home robots connected in a network can establish a workflow that complements their capabilities and so increases performance within a mission execution. This work addresses the definition and requirements of a robot-group mission in the home context. The proposed solution relies on a network of smart resources, which are defined as cyber-physical systems that provide high-level service execution. Firstly, control middleware architecture is introduced as the execution base for the Smart resources. Next, the Smart resource topology and its integration within a robotic platform are addressed. Services supplied by Smart resources manage their execution through a robot behavior architecture. Robot behavior execution is hierarchically organized through a mission definition that can be established as an individual or collective approach. Environment model and interaction tasks characterize the operation capabilities of each robot within a mission. Mission goal achievement in a heterogeneous group is enhanced through the complement of the interaction capabilities of each robot. To offer a clearer explanation, a full use case is presented in which two robots cooperate to execute a mission and the previously detailed steps are evaluated. Finally, some of the obtained results are discussed as conclusions and future works is introduced.",,MISSION-ORIENTED HETEROGENEOUS ROBOT COOPERATION BASED ON SMART RESOURCES EXECUTION,NO,,,,YES,,,,,NO,,
S1983,1,Forward,webpage,,,,,https://www.ideals.illinois.edu/items/117132,,,Designing boundary interactions for simple mobile robots | IDEALS,NO,,,,NO,,,,,NO,,
