ID,Title,Year,Authors,DBLP key,DOI,I1,I2,I3,I4,E1,E2,E3,Included,Final decision (arbiter),Main violation criterion (arbiter),Abstract
131,Model-driven processes and tools to design robot-based generative learning objects for computer science education.,2016,Vytautas Stuikys & Renata Burbaite & Kristina Bespalova & Giedrius Ziberkas,journals/scp/StuikysBBZ16,https://doi.org/10.1016/j.scico.2016.03.009,False,True,True,True,False,False,False,No,,,"In this paper, we introduce a methodology to design robot-oriented generative learning objects (GLOs) that are heterogeneous meta-programs to teach computer science topics such as programming. The methodology includes learning variability modelling using feature-based approaches borrowed from software engineering. The paper introduces context-aware GLOs to support wide-scale reusability and automatic adaptability in teaching CS topics. We introduce the theoretical background based on Design-for-Reuse and Design-with-Reuse principles."
206,Asimov's Laws of Robotics Applied to Software.,2007,Dror G. Feitelson,journals/software/Feitelson07,https://doi.org/10.1109/MS.2007.100,False,True,True,True,False,False,False,No,,,"In 1940, Isaac Asimov formulated the Three Laws of Robotics to constrain robots to serve human masters. These laws focused on the physical well-being of robots and humans. But they can also be applied to software in a more abstract manner, by focusing on human presence in cyberspace. In this vein, I suggest laws of software. While they are largely a restatement of known principles, uniting them in this way casts a new light on the contract between humanity and technology, demonstrating that issues treated in a fragmented manner are strongly intertwined."
203,Are Robots Taking Our Jobs? A RoboPlatform at a Bank.,2019,Przemyslaw Lewicki & Jacek Tochowicz & Jeroen van Genuchten,journals/software/LewickiTG19,https://doi.org/10.1109/MS.2019.2897337,False,True,True,True,False,False,False,No,,,"Automation has been replacing manual activities in workplace for decades. Robots had been most active in blue-collar industrial manufacturing. Now that they are entering white-collar jobs, in the form of software taking over administrative work, it is time to ask the following questions."
201,Robotic Testing of Mobile Apps for Truly Black-Box Automation.,2017,Ke Mao & Mark Harman & Yue Jia 0001,journals/software/MaoHJ17,https://doi.org/10.1109/MS.2017.49,False,True,True,True,False,False,False,No,,,"Robots are widely used for many repetitive tasks. This research explores the utilization of robotic arms as a novel approach to enhance automated testing of mobile devices from a genuine black-box perspective. Toward that end, researchers developed Axiz, a robotic-test generator. By combining the power of robotic arms, automated test cases, and a black-box perspective, this research aims to streamline the mobile app testing process, reducing dependence on internal information and simulating realistic human interactions."
207,Deep Learning-Based Mobile Application Isomorphic GUI Identification for Automated Robotic Testing.,2020,Tao Zhang & Ying Liu & Jerry Gao & Li Peng Gao & Jing Cheng,journals/software/ZhangLGGC20,https://doi.org/10.1109/MS.2020.2987044,False,True,True,True,False,False,False,No,,,Fully black-box robotic testing is needed given the popularity of mobile applications. A critical constraining issue for generating graphical user interface (GUI) models is identifying isomorphic GUIs. We present a deep learningbased end-to-end trainable model to determine the similarity between GUIs and identify isomorphic GUIs.
182,The PROSIT tool: Toward the optimal design of probabilistic soft real-time systems.,2018,Bernardo Villalba Frias & Luigi Palopoli & Luca Abeni & Daniele Fontanelli,journals/spe/FriasPAF18,https://doi.org/10.1002/spe.2604,False,True,True,True,False,False,False,No,,,"In recent years, series of important achievements have paved the way for the introduction of probabilistic analysis in the area of soft real‐time systems design. In this article, we present an extensible design tool, called PROSIT, which facilitates the access to this technology for a potentially large number of researchers and industrial practitioners. The tool enables the probabilistic analysis of the temporal performance of a real‐time task under fixed‐priority and resource reservations scheduling algorithms. For resource reservations, the tool also offers an automatic procedure for the synthesis of scheduling parameters that optimize a quality metric related to the probabilistic behavior of the tasks."
184,A task-based and resource-aware approach to dynamically generate optimal software architecture for intelligent service robots.,2012,Yu-Sik Park & Hyung-Min Koo & In-Young Ko,journals/spe/ParkKK12,https://doi.org/10.1002/spe.1074,False,True,True,True,False,False,False,No,,,"SUMMARY Intelligent service robots provide various services to users by understanding the context and goals of a user task. In order to provide more reliable services, intelligent service robots need to consider various factors, such as their surrounding environments, users' changing needs, and constrained resources. To handle these factors, most of the intelligent service robots are controlled by a task‐based control system, which generates a task plan that represents a sequence of actions, and executes those actions by invoking the corresponding functions. However, the traditional task‐based control systems lack the consideration of resource factors even though intelligent service robots have limited resources (limited computational power, memory space, and network bandwidth). Moreover, system‐specific concerns such as the relationships among functional modules are not considered during the task generation phase. Without considering both the resource conditions and interdependencies among software modules as a whole, it will be difficult to efficiently manage the functionalities that are essential to provide core services to users. In this paper, we propose a mechanism for intelligent service robots to efficiently use their resources on‐demand by separating system‐specific information from task generation. We have defined a sub‐architecture that corresponds to each action of a task plan, and provides a way of using the limited resources by minimizing redundant software components and maintaining essential components for the current action. To support the optimization of resource consumption, we have developed a two‐phase optimization process, which is composed of the topological and temporal optimization steps. We have conducted an experiment with these mechanisms for an infotainment robot, and simulated the optimization process. Results show that our approach contributed to increase the utilization rate by 20% of the robot resources. Copyright © 2011 John Wiley &amp; Sons, Ltd."
199,ROSE: A Novel Flash Translation Layer for NAND Flash Memory Based on Hybrid Address Translation.,2011,Mong-Ling Chiao & Da-Wei Chang,journals/tc/ChiaoC11,https://doi.org/10.1109/TC.2011.67,False,True,True,True,False,False,False,No,,,"A Flash Translation Layer (FTL) provides a block device interface on top of flash memory to support disk-based file systems. Due to the erase-before-write feature of flash memory, an FTL usually performs out-of-place updates and uses a cleaning procedure to reclaim stale data. A hybrid address translation (HAT)-based FTL combines coarse-grained and fine-grained address translation. In this paper, the authors propose a new HAT-based FTL, called ROSE, which includes three novel techniques for reducing the cleaning cost."
200,Robot Coordination for Energy-Balanced Matching and Sequence Dispatch of Robots to Events.,2015,Milan Lukic & Ahmed Barnawi & Ivan Stojmenovic,journals/tc/LukicBS15,https://doi.org/10.1109/TC.2014.2329689,False,True,True,True,False,False,False,No,,,"Given a set of events and a set of robots, the dispatch problem is to allocate one robot for each event. In a single round, each robot may visit one event or several events in a sequence. This paper presents novel algorithms aimed at overcoming the shortcomings of several existing solutions. The authors propose a pairwise distance-based matching algorithm (PDM) and a sequence dispatch algorithm (SQD). When event-robot distances are multiplied by robot resistance, the corresponding energy-balanced variants are obtained."
198,Introducing Safety Requirements Traceability Support in Model-Driven Development of Robotic Applications.,2011,Pedro Sánchez & Diego Alonso & Francisca Rosique & Bárbara Álvarez & Juan A. Pastor,journals/tc/SanchezARAP11,https://doi.org/10.1109/TC.2010.149,False,True,True,True,False,False,False,No,,,"Robotic systems are increasingly being used in safety-critical domains, requiring rigorous development processes. This paper addresses the challenge of maintaining traceability between safety requirements and the architectural components of a robotic system. The authors propose a model-driven development (MDD) approach that integrates safety requirements traceability support. By systematizing interdependencies between artifacts, the framework helps determine the impact of changes and ensures the correctness of the global system."
178,Autonomous mobile robots with lights.,2016,Shantanu Das 0001 & Paola Flocchini & Giuseppe Prencipe & Nicola Santoro & Masafumi Yamashita,journals/tcs/0001FPSY16,https://doi.org/10.1016/j.tcs.2015.09.018,False,True,True,True,False,False,False,No,,,"This paper considers the distributed setting of computational mobile entities, called robots, operating in the Euclidean plane in Look-Compute-Move cycles. The authors investigate the computational impact of endowing the robots with an externally visible memory register, called a 'light,' whose values (colors) are persistent. Endowing robots with lights (luminous robots) impacts the solvability of fundamental problems, such as Complete Visibility, where robots must reposition themselves so that every robot is visible to all others."
181,Static and expanding grid coverage with ant robots: Complexity results.,2011,Yaniv Altshuler & Alfred M. Bruckstein,journals/tcs/AltshulerB11,https://doi.org/10.1016/j.tcs.2011.05.001,False,False,True,True,False,False,False,No,,,"In this paper we study the strengths and limitations of collaborative teams of simple agents. In particular, we discuss the efficient use of ''ant robots'' for covering a connected region on the Z^2 grid, whose area is unknown in advance, and which expands at a given rate, where n is the initial size of the connected region. We show that regardless of the algorithm used, and the robots' hardware and software specifications, the minimal number of robots required in order for such a coverage to be possible is @W(n). In addition, we show that when the region expands at a sufficiently slow rate, a team of @Q(n) robots could cover it in at most O(n^2lnn) time. This completion time can even be achieved by myopic robots, with no ability to directly communicate with each other, and where each robot is equipped with a memory of size O(1) bits w.r.t. the size of the region (therefore, the robots cannot maintain maps of the terrain, nor plan complete paths). Regarding the coverage of non-expanding regions in the grid, we improve the current best known result of O(n^2) by demonstrating an algorithm that guarantees such a coverage with completion time of O(1kn^1^.^5+n) in the worst case, and faster for shapes of perimeter length which is shorter than O(n)."
151,Collaborative delivery with energy-constrained mobile robots.,2020,Andreas Bärtschi & Jérémie Chalopin & Shantanu Das 0001 & Yann Disser & Barbara Geissmann & Daniel Graf 0001 & Arnaud Labourel & Matús Mihalák,journals/tcs/BartschiCDDGGLM20,https://doi.org/10.1016/j.tcs.2017.04.018,False,False,True,True,False,False,False,No,,,"We consider the problem of collectively delivering a message from a source to a target location in a graph using multiple mobile agents. Each agent has a limited energy budget which constrains the distance it can move. Hence, multiple agents need to collaborate to move the message, each agent handing over the message to the next agent. We consider two variants: non-returning delivery and returning delivery. We provide polynomial-time algorithms for specific graph structures and establishes complexity bounds for general graphs."
171,Reconstructing visibility graphs with simple robots.,2012,Davide Bilò & Yann Disser & Matús Mihalák & Subhash Suri & Elias Vicari & Peter Widmayer,journals/tcs/BiloDMSVW12,https://doi.org/10.1016/j.tcs.2012.01.008,False,False,True,True,False,False,False,No,,,"We consider the problem of finding a minimalistic configuration of sensors that enable a simple robot inside an unknown polygon P to reconstruct the visibility graph of P. The robot can sense features of its environment and move from vertex to vertex. We show that combinatorial visibilities are insufficient even with interior angle knowledge. However, sensors that can put distant vertices into a spatial relation, or distinguish convex/reflex angles while identifying the last visited vertex, can enable reconstruction. Measuring angles exactly is sufficient if the robot has a compass."
144,Arbitrary pattern formation on infinite grid by asynchronous oblivious robots.,2020,Kaustav Bose & Ranendu Adhikary & Manash Kumar Kundu & Buddhadeb Sau,journals/tcs/BoseAKS20,https://doi.org/10.1016/j.tcs.2020.02.016,False,False,True,True,False,False,False,No,,,"The Arbitrary Pattern Formation problem asks to design a distributed algorithm that allows a set of autonomous mobile robots to form any specific but arbitrary geometric pattern given as input. The problem has been extensively studied in literature in continuous domains. This paper investigates a discrete version of the problem where the robots are operating on a two dimensional infinite grid. The robots are assumed to be autonomous, identical, anonymous and oblivious. They operate in Look-Compute-Move cycles under a fully asynchronous scheduler. The robots do not agree on any common global coordinate system or chirality. We have shown that a set of robots can form any arbitrary pattern, if their starting configuration is asymmetric."
169,Self-stabilizing robots in highly dynamic environments.,2019,Marjorie Bournat & Ajoy K. Datta & Swan Dubois,journals/tcs/BournatDD19,https://doi.org/10.1016/j.tcs.2018.11.026,False,False,True,True,False,False,False,No,,,"This paper deals with the gathering problem of mobile robots in highly dynamic environments. We consider the Look-Compute-Move model where robots are oblivious, anonymous, and have no common coordinate system. The environment is modeled by a dynamic graph where edges may disappear but the graph remains connected. We propose the first self-stabilizing gathering algorithm for an arbitrary number of robots in this setting, ensuring all robots eventually gather at the same node regardless of initial positions or dynamics."
143,Optimal Byzantine-resilient convergence in uni-dimensional robot networks.,2010,Zohir Bouzid & Maria Gradinariu Potop-Butucaru & Sébastien Tixeuil,journals/tcs/BouzidPT10,https://doi.org/10.1016/j.tcs.2010.05.006,False,False,True,True,False,False,False,No,,,"We propose the first deterministic algorithm that tolerates up to f Byzantine faults in (3f + 1)-sized networks and performs in the asynchronous CORDA model. Our solution matches the previously established lower bound for the semi-synchronous ATOM model. We consider the class of 'cautious' algorithms, which guarantee that correct robots always move inside the range of positions held by correct robots. We propose an optimal Byzantine-resilient solution for convergence when robots execute their actions in the CORDA model."
156,Energy-efficient strategies for building short chains of mobile robots locally.,2013,Philipp Brandes & Bastian Degener & Barbara Kempkes & Friedhelm Meyer auf der Heide,journals/tcs/BrandesDKH13,https://doi.org/10.1016/j.tcs.2012.10.056,False,False,True,True,False,False,False,No,,,"We are given a winding chain of n mobile robots between two stations, each with limited viewing range. The goal is to shorten the chain to a straight line using local strategies. In a discrete time model, each robot observes neighbors and moves towards their midpoint. Since observations are the main energy consumers, we analyze the trade-off between the number of rounds and total distance moved. We present strategies that significantly reduce energy consumption compared to standard algorithms while maintaining efficient convergence."
145,Gathering Anonymous; Oblivious Robots on a Grid.,2020,Jannik Castenow & Matthias Fischer 0001 & Jonas Harbig & Daniel Jung 0001 & Friedhelm Meyer auf der Heide,journals/tcs/CastenowFHJH20,https://doi.org/10.1016/j.tcs.2020.02.018,False,False,True,True,False,False,False,No,,,"Abstract We consider a swarm of n autonomous mobile robots distributed on a 2-dimensional grid. A basic task for such a swarm is to perform the gathering process: All robots have to gather at one not predefined place. On the grid there are configurations which, due to symmetry, cannot be gathered at a single point. Such configurations are 2 × 2 squares. Therefore, we say that the swarm is gathered if all robots are located inside of a 2 × 2 square. We assume the fully synchronous FSYNC time model and the following very simple so-called Basic&Plain robot model: The robots are oblivious, only have a constant viewing radius, are autonomous and indistinguishable, do not have a common compass, and cannot communicate. This implies that a robot's decision about its next action can only be based on the current relative positions of the robots in its viewing range. We consider connected swarms. We say two robots are connected if they are located in horizontally or vertically neighboring grid cells. We present the first gathering algorithm on the grid for this simple robot model and show that it gathers in time O ( n 2 ) . Known algorithms for gathering on the grid need much stronger robot models: Either they have a common compass, or they have a finite memory and can communicate (via lights or flags) with robots in their viewing range. Finally, we extend our algorithm to the case where one of the robots is stationary, i.e. does not move."
147,A note on a quadratic algorithm for the 2-cyclic robotic scheduling problem.,2009,Ada Che & Vladimir Kats & Eugene Levner,journals/tcs/CheKL09,https://doi.org/10.1016/j.tcs.2009.08.002,False,False,True,True,False,False,False,No,,,"This problem stems from the automated manufacturing industry, where robots handle parts between machines. In 2-cyclic robotic scheduling, the system produces a plan where exactly two parts enter and leave during each cycle. Because two parts may move simultaneously at different machines, the robot must move back and forth to handle them. The objective is to minimize the cycle time to maximize the throughput of the line."
142,Local spreading algorithms for autonomous robot systems.,2008,Reuven Cohen & David Peleg,journals/tcs/CohenP08,https://doi.org/10.1016/j.tcs.2008.02.007,False,False,True,True,False,False,False,No,,,"This paper studies local algorithms for autonomous robot systems where robots use only information about the positions of a bounded number of nearest neighbors. The focus is on the spreading problem, which aims to distribute robots evenly across a domain. The paper defines measures for the quality of spreading and presents a local algorithm for the one-dimensional case, proving its convergence to an equally spaced configuration. Extensions for two-dimensional environments are also proposed."
173,Evacuating two robots from multiple unknown exits in a circle.,2018,Jurek Czyzowicz & Stefan Dobrev & Konstantinos Georgiou & Evangelos Kranakis & Fraser MacQuarrie,journals/tcs/CzyzowiczDGKM18,https://doi.org/10.1016/j.tcs.2016.11.019,False,False,True,True,False,False,False,No,,,This research considers the problem of evacuating two mobile robots from a unit disk where k exits are distributed at unknown locations on the perimeter. The robots start at the center and move at maximum unit speed. The study explores two communication models: wireless (any distance) and face-to-face (only when they meet). The goal is to design trajectories that minimize the worst-case time required for both robots to find an exit and evacuate.
157,The Beachcombers' Problem: Walking and searching with mobile robots.,2015,Jurek Czyzowicz & Leszek Gasieniec & Konstantinos Georgiou & Evangelos Kranakis & Fraser MacQuarrie,journals/tcs/CzyzowiczGGKM15,https://doi.org/10.1016/j.tcs.2015.09.011,False,False,True,True,False,False,False,No,,,"This problem introduces a model for the collective exploration of a geometric domain by n mobile robots. Each robot has two distinct speeds: a searching speed and a faster walking speed. A point is searched only if a robot visits it while in searching mode. The Beachcombers' Problem involves developing mobility schedules that allow robots to search every point as quickly as possible. The study analyzes offline and online scenarios, providing optimal and competitive algorithms."
149,Group search of the plane with faulty robots.,2019,Jurek Czyzowicz & Maxime Godon & Evangelos Kranakis & Arnaud Labourel,journals/tcs/CzyzowiczGKL19,https://doi.org/10.1016/j.tcs.2018.09.029,False,False,True,True,False,False,False,No,,,"Abstract A collection of k mobile robots, initially placed at the origin of the plane, are searching for a stationary target. Each robot r i has a unit visibility range and can move no faster than its maximal speed v i , for i = 1 , 2 , . . . , k . The robots can communicate between themselves. We consider two communication models: wireless, in which a message sent by a robot can reach all other robots immediately, regardless of their positions, and face-to-face (F2F), in which robots can only exchange information when they are meeting. We assume that up to f robots, where f k , may be unreliable. We consider two models of unreliability: (1) crash faults, in which we deal with an absence of some of the robots' capabilities (communication, perception, motion, etc.), and (2) byzantine faults, in which the robots may be malicious in that they may execute a wrong algorithm (e.g., transmitting wrong information). The goal is to minimize the group search time, which is equal to the time of arrival to the target of the last reliable robot. This is expressed as a function of d, the distance from the origin to the target. Our proposed algorithms for crash faults are asymptotically optimal in d in both communication models. For byzantine faults, our algorithm is asymptotically optimal for the wireless model. In the F2F model, we propose two algorithms: the first one has a competitive ratio of 2, while the second algorithm works for k ≥ 2 f + 2 and is optimal when the robots speeds are all equal."
172,Gathering few fat mobile robots in the plane.,2009,Jurek Czyzowicz & Leszek Gasieniec & Andrzej Pelc,journals/tcs/CzyzowiczGP09,https://doi.org/10.1016/j.tcs.2008.10.005,False,False,True,True,False,False,False,No,,,"Autonomous identical robots represented by unit discs move deterministically in the plane without common coordinates, communication, or memory. Gathering means forming a configuration where the union of all discs is connected. We solve the gathering problem for 3 and 4 robots, showing it is always possible for n=3, and possible for n=4 unless the initial configuration is a specific symmetric one. The time complexity is O(D), where D is the diameter of the initial configuration."
164,Gathering in the plane of location-aware robots in the presence of spies.,2020,Jurek Czyzowicz & Ryan Killick & Evangelos Kranakis & Danny Krizanc & Oscar Morales Ponce,journals/tcs/CzyzowiczKKKP20,https://doi.org/10.1016/j.tcs.2020.06.034,False,False,True,True,False,False,False,No,,,"A set of mobile robots is distributed in the Cartesian plane, containing an unknown subset of Byzantine robots (spies) which are indistinguishable from reliable ones. Reliable robots need to gather at the same point. Robots are location-aware and communicate coordinates to a central authority, which designs trajectories without knowing which are faulty. The paper proposes efficient algorithms with small constant competitive ratios when the proportion of spies is less than one-half or one-third."
152,Gathering of robots on anonymous grids and trees without multiplicity detection.,2016,Gianlorenzo D'Angelo & Gabriele Di Stefano & Ralf Klasing & Alfredo Navarra,journals/tcs/DAngeloSKN16,https://doi.org/10.1016/j.tcs.2014.06.045,False,False,True,True,False,False,False,No,,,"This paper studies the gathering problem on anonymous grid and tree networks. A team of robots operate in Look-Compute-Move cycles and are asynchronous, oblivious, and anonymous. Unlike many studies, this work assumes the robots lack multiplicity detection (the ability to sense if a node is occupied by more than one robot). The authors provide deterministic algorithms that solve the gathering problem for any initial configuration on grids and trees."
160,Gathering of robots in a ring with mobile faults.,2019,Shantanu Das 0001 & Riccardo Focardi & Flaminia L. Luccio & Euripides Markou & Marco Squarcina,journals/tcs/DasFLMS19,https://doi.org/10.1016/j.tcs.2018.05.002,False,False,True,True,False,False,False,No,,,"Abstract This paper studies the well-known problem of gathering multiple mobile agents moving in a graph, but unlike previous results, we consider the problem in the presence of an adversarial mobile entity which we call the malicious agent. The malicious entity can occupy any empty node and prevent honest mobile agents from entering this node. This new adversarial model is interesting as it models transient mobile faults that can appear anywhere in a network. Moreover, our model lies between the less powerful delay-fault model, where the adversary can block an agent for only a finite time, and the more powerful but static fault model of black holes that can even destroy the agents. We study the problem for ring networks and we provide a complete characterization of the solvability of gathering, depending on the size n of the ring and the number of agents k. We consider both oriented or unoriented rings with either synchronous or asynchronous agents. We prove that in an unoriented ring network with asynchronous agents the problem is not solvable when k is even, while for synchronous agents the problem is unsolvable when both n is odd and k is even. We then present algorithms that solve gathering for all the remaining cases, thus completely solving the problem. Finally, we provide a proof-of-concept implementation of the synchronous algorithms using programmable Lego Mindstorms EV3 robots."
163,Non-uniform circle formation algorithm for oblivious mobile robots with convergence toward uniformity.,2008,Xavier Défago & Samia Souissi,journals/tcs/DefagoS08,https://doi.org/10.1016/j.tcs.2008.01.050,False,False,True,True,False,False,False,No,,,"This paper addresses the problem of circle formation by a group of autonomous mobile robots. It presents a distributed algorithm that ensures robots self-organize to form a circle in finite time and subsequently converge toward an even distribution. The robots are oblivious, anonymous, and lack a common coordinate system. The algorithm works under an asynchronous scheduler and is formally proven to achieve non-uniform circle formation before converging toward uniformity."
166,Optimal probabilistic ring exploration by semi-synchronous oblivious robots.,2013,Stéphane Devismes & Franck Petit & Sébastien Tixeuil,journals/tcs/DevismesPT13,https://doi.org/10.1016/j.tcs.2013.05.031,False,False,True,True,False,False,False,No,,,"We consider a team of k identical, oblivious, and semi-synchronous mobile robots on an anonymous unoriented ring. Previous deterministic results showed high lower bounds due to symmetry. This paper initiates research on probabilistic solutions. While k = Theta(log n) deterministic robots are necessary, we show that four identical probabilistic robots are necessary and sufficient to solve the exploration problem for any ring size n, removing the coprime constraint."
170,Distributed algorithms for partitioning a swarm of autonomous mobile robots.,2009,Asaf Efrima & David Peleg,journals/tcs/EfrimaP09,https://doi.org/10.1016/j.tcs.2008.04.042,False,False,True,True,False,False,False,No,,,"This paper studies the partitioning problem in swarms of autonomous mobile robots, where n robots must divide themselves into k size-balanced groups. The robots are weak (dimensionless, oblivious, anonymous) but expected to have strong fault tolerance. The study examines the impact of common orientation on solvability. Deterministic crash-fault tolerant algorithms are presented for common coordinates, and solvability conditions are defined for robots without common orientation."
167,"A ""thermodynamic"" approach to multi-robot cooperative localization.",2012,Yotam Elor & Alfred M. Bruckstein,journals/tcs/ElorB12,https://doi.org/10.1016/j.tcs.2012.06.038,False,False,True,True,False,False,False,No,,,"We propose a thermodynamic approach to multi-robot cooperative localization for a large group of simple robots. Instead of complex Kalman filters, we use a simple encounter-based averaging process (EA) where robots average their location estimates upon meeting. The paper characterises the robots' expected behavior rather than hard bounds. EA requires significantly less computation and communication resources and, in some cases, provides better localization than Kalman filters."
179,Two-robot source seeking with point measurements.,2012,Yotam Elor & Alfred M. Bruckstein,journals/tcs/ElorB12a,https://doi.org/10.1016/j.tcs.2012.06.036,False,False,True,True,False,False,False,No,,,"A source-seeking process for a pair of simple, low capability robots using only point measurements is proposed and analyzed. The robots are assumed to be memoryless, to lack the capability of performing complex computations and to have no direct communication abilities. Their only implicit form of communication is by sensing their relative position and the only response of a robot to the point measurement it makes is by moving to adjust its distance to the other robot according to a predetermined rule. We show that for a wide class of such rules, the robots will eventually reach the source of the signal. The theoretical results are supported by numerical simulations."
180,Robot Cloud gradient climbing with point measurements.,2014,Yotam Elor & Alfred M. Bruckstein,journals/tcs/ElorB14,https://doi.org/10.1016/j.tcs.2014.06.025,False,False,True,True,False,False,False,No,,,"We consider the problem of a 'cloud' of simple mobile robots, or agents, that are required to find the maximum of a signal distribution in their environment. The agents are assumed to have very limited sensing and processing capabilities: they can only measure the signal value at their current location, and they can communicate with their neighbors to compare these values. We propose and analyze a decentralized, local control law that guides the agents to climb the gradient of the signal distribution. The proposed algorithm is based on a 'stochastic' approach, where agents move in directions that are likely to increase the signal value, based on the information gathered from their neighbors. We provide a theoretical analysis of the convergence properties of the algorithm and demonstrate its effectiveness through extensive simulations. The results show that the 'robot cloud' is able to efficiently locate and track the maximum of the signal distribution, even in the presence of noise and with a limited number of agents."
154,Remembering without memory: Tree exploration by asynchronous oblivious robots.,2010,Paola Flocchini & David Ilcinkas & Andrzej Pelc & Nicola Santoro,journals/tcs/FlocchiniIPS10,https://doi.org/10.1016/j.tcs.2010.01.007,False,False,True,True,False,False,False,No,,,"We consider the problem of exploring an anonymous tree by a team of k identical, oblivious, asynchronous mobile robots that can view the environment but cannot communicate. This weak scenario is standard when the spatial universe in which the robots operate is the two-dimensional plane, but has not been investigated before for graphs. We show that, although the lack of these capabilities renders the problem considerably more difficult, tree exploration is still possible. We show that the minimum number rho(T) of robots that can explore a tree T of maximum degree Delta is Omega(log Delta + log log n), where n is the number of nodes in T. On the other hand, we show that O(Delta + log n) robots are sufficient to explore any tree of size n and maximum degree Delta."
141,Arbitrary pattern formation by asynchronous; anonymous; oblivious robots.,2008,Paola Flocchini & Giuseppe Prencipe & Nicola Santoro & Peter Widmayer,journals/tcs/FlocchiniPSW08,https://doi.org/10.1016/j.tcs.2008.07.026,False,False,True,True,False,False,False,No,,,"In this paper we address the problem of Arbitrary Pattern Formation (APF) by a set of autonomous, mobile robots. The robots are anonymous, oblivious, silent and asynchronous. We investigate the conditions under which such robots can form any arbitrary geometric pattern. We show that the ability to form patterns depends on the robots' common agreement about their environment. We show that if robots have no common agreement, they cannot form an arbitrary pattern. With one common direction, an odd number of robots can form any pattern, but an even number cannot. With two independent common directions, any set of robots can form any arbitrary pattern. We propose deterministic, collision-free algorithms for these cases."
159,"The pros and cons of flocking in the long-range ""migration"" of mobile robot swarms.",2010,Fatih Gökçe & Erol Sahin,journals/tcs/GokceS10,https://doi.org/10.1016/j.tcs.2010.03.006,False,False,True,True,False,False,False,No,,,"In this paper, we study how flocking affects the accuracy and speed of individuals in long-range 'migration'. Specifically, we extend a behavior that can generate self-organized flocking in a swarm of robots to follow a homing direction sensed through the magnetic field of the Earth and evaluate how the final points reached by the flock are scattered in space and how the speed of the flock is affected. We propose that four factors influence the performance of migration, in the proposed behavior, namely: (1) the noise in the sensing of the homing direction, (2) the noise in the sensing of the headings of the neighbors, (3) the number of neighbors that each robot can sense, and (4) the swarm size. Through systematic simulations, we show that flocking can improve the accuracy of migration by filtering the noise in the sensing of the homing direction. However, we also show that flocking can decrease the speed of the swarm and that the accuracy of migration can be degraded by the noise in the sensing of the headings of the neighbors. We discuss the trade-offs between these factors and provide insights into the design of flocking behaviors for long-range migration in robot swarms."
139,Molecular computers for molecular robots as hybrid systems.,2016,Masami Hagiya & Nathanaël Aubert-Kato & Shaoyu Wang & Satoshi Kobayashi,journals/tcs/HagiyaAWK16,https://doi.org/10.1016/j.tcs.2015.11.002,False,False,True,True,False,False,False,No,,,"Various artificial molecular devices, including some made of DNA or RNA, have been developed to date. The next step in this area of research is to develop an integrated system from such molecular devices. A molecular robot consists of sensors, computers, and actuators, all made of molecular devices, and reacts autonomously to its environment by observing the environment, making decisions with its computers, and performing actions upon the environment. Molecular computers should thus be the intelligent controllers of such molecular robots. Such controllers can naturally be regarded as hybrid systems because the environment, the robot, and the controller are all state transition systems having discrete and continuous states and transitions. For modeling and designing hybrid systems, formal frameworks, such as hybrid automata, are commonly used. In this perspective paper, we examine how molecular controllers can be modeled as hybrid automata and how they can be realized in a molecular robot. We first summarize the requirements for such molecular controllers and examine existing frameworks of DNA computing with respect to these requirements. We then show the possibility of combining existing frameworks of DNA computing to implement a sample hybrid controller for a molecular robot."
168,Gathering fat mobile robots with slim omnidirectional cameras.,2014,Anthony Honorat & Maria Potop-Butucaru & Sébastien Tixeuil,journals/tcs/HonoratPT14,https://doi.org/10.1016/j.tcs.2014.08.004,False,False,True,True,False,False,False,No,,,"Most distributed solutions for swarms of oblivious mobile robots consider that individual robots are represented by points. While this assumption is useful for designing and proving the correctness of algorithms, it is not realistic for physical robots. This paper considers 'fat' robots (i.e., robots that occupy a physical area) and addresses the gathering problem—where all robots must reach the same location and stop. The robots are equipped with 'slim' omnidirectional cameras, meaning they have a 360-degree view but their own body may obstruct the view of other robots (limited visibility due to occlusion). The paper provides a deterministic algorithm that solves the gathering problem for any number of fat robots in the asynchronous model, provided they have a common coordinate system."
